timestamp,open,high,low,close,adjusted close,volume,dividend amount
2016-03-24,147.3000,149.2800,144.4900,147.9500,125.2012,17611709,0.0000
2016-03-18,142.0100,147.5100,141.0400,147.0900,124.4734,29886417,0.0000
2016-03-11,137.2800,142.9236,136.8718,142.3600,120.4707,23556160,0.0000
2016-03-04,132.0000,139.4200,130.9000,137.8000,116.6118,22557187,0.0000
2016-02-26,133.8400,134.9200,129.6800,132.0300,111.7290,20763400,0.0000
2016-02-19,121.8300,134.0000,121.3400,133.0800,112.6176,23958762,0.0000
2016-02-12,126.0000,127.5100,116.9010,121.0400,102.4288,32025579,1.3000
2016-02-05,124.4000,128.6400,122.2900,128.5700,107.6984,25527891,0.0000
2016-01-29,122.1000,124.7900,120.6500,124.7900,104.5321,27278749,0.0000
2016-01-22,130.1100,132.1000,118.0000,122.5000,102.6138,44203492,0.0000
2016-01-15,131.8100,134.2799,128.8700,130.0300,108.9214,29470082,0.0000
2016-01-08,135.6000,136.8900,131.3200,131.6300,110.2617,25251873,0.0000
2015-12-31,137.7400,140.4400,136.5400,137.6200,115.2793,13538507,0.0000
2015-12-24,135.8300,139.3050,134.0200,138.2500,115.8070,16540309,0.0000
2015-12-18,135.3100,139.6500,134.0200,134.9000,113.0008,27823388,0.0000
2015-12-11,140.1600,140.4100,133.9100,134.5700,112.7244,21354563,0.0000
2015-12-04,138.6100,141.4000,137.9900,140.4300,117.6331,22935841,0.0000
2015-11-27,138.5300,139.3400,137.1200,138.4600,115.9829,13199481,0.0000
2015-11-20,131.7900,138.9150,131.7900,138.5000,116.0164,21083793,0.0000
2015-11-13,137.9200,138.0800,131.6500,131.7500,110.3622,25069755,0.0000
2015-11-06,140.5000,142.8000,137.8700,138.2500,115.8070,21526383,1.3000
2015-10-30,144.7500,145.0000,137.3300,140.0800,116.2468,34698762,0.0000
2015-10-23,149.8500,149.9700,139.3000,144.6800,120.0642,42068316,0.0000
2015-10-16,152.4000,152.5800,148.5800,150.3900,124.8027,17455488,0.0000
2015-10-09,145.8200,153.1470,145.8200,152.3900,126.4624,19465122,0.0000
2015-10-02,144.4200,145.7100,140.5600,144.5800,119.9812,19914471,0.0000
2015-09-25,145.3900,146.9800,141.9500,145.4200,120.6783,16815584,0.0000
2015-09-18,147.3700,149.6800,143.9800,144.5100,119.9231,20721826,0.0000
2015-09-11,145.8600,149.0400,144.5100,147.3700,122.2965,13916382,0.0000
2015-09-04,147.3800,148.4000,141.8500,143.7000,119.2509,21421138,0.0000
2015-08-28,143.4700,148.9700,140.6200,147.9800,122.8027,32508092,0.0000
2015-08-21,155.2000,156.6900,148.7000,148.8500,123.5247,19846207,0.0000
2015-08-14,156.7700,157.4652,153.9500,155.7500,129.2508,17165086,0.0000
2015-08-07,161.7000,161.8500,154.3350,155.1200,128.7279,20138504,1.3000
2015-07-31,159.0000,162.0600,158.5000,161.9900,133.3204,15380412,0.0000
2015-07-24,172.7900,173.7800,159.4100,159.7500,131.4768,37075256,0.0000
2015-07-17,167.9300,172.5200,167.5200,172.5100,141.9785,17138495,0.0000
2015-07-10,163.8300,167.4000,162.2317,166.9500,137.4025,18143986,0.0000
2015-07-02,163.9200,165.6100,162.1200,165.0900,135.8717,12979210,0.0000
2015-06-26,167.6500,169.9700,165.2300,165.4600,136.1762,20939777,0.0000
2015-06-19,165.3300,168.7200,164.2500,166.9900,137.4354,20761376,0.0000
2015-06-12,167.1700,170.4400,163.3700,166.9900,137.4354,18364270,0.0000
2015-06-05,170.2100,171.5601,167.2000,167.4000,137.7729,13868111,0.0000
2015-05-29,172.1100,172.4800,169.1300,169.6500,139.6247,12435919,0.0000
2015-05-22,173.4400,174.4400,171.9300,172.2200,141.7398,11939607,0.0000
2015-05-15,172.6500,174.4100,168.8400,173.2600,142.5957,13435074,0.0000
2015-05-08,174.4700,176.3000,168.8600,172.6800,142.1184,16793441,1.3000
2015-05-01,170.8900,175.1303,170.0200,173.6700,141.8488,21874751,0.0000
2015-04-24,162.1000,171.9100,161.9000,169.7800,138.6715,35436301,0.0000
2015-04-17,162.3700,164.9600,160.0300,160.6700,131.2307,17532781,0.0000
2015-04-10,159.6900,163.8400,158.7020,162.8600,133.0195,13917063,0.0000
2015-04-02,161.3100,163.6000,158.3900,160.4500,131.0510,16765545,0.0000
2015-03-27,162.7700,165.3500,158.9100,160.4000,131.0102,23569213,0.0000
2015-03-20,155.0500,163.0000,154.8000,162.8800,133.0358,25684872,0.0000
2015-03-13,158.2000,161.1500,153.4000,154.2800,126.0116,26135448,0.0000
2015-03-06,161.6800,161.8900,158.0600,158.5000,129.4583,21117049,0.0000
2015-02-27,164.2300,164.9900,159.7700,161.9400,132.2680,22941227,0.0000
2015-02-20,159.7500,164.4900,159.7300,163.6500,133.6647,14108892,0.0000
2015-02-13,156.0000,160.8000,155.0800,160.4000,131.0102,18164756,0.0000
2015-02-06,154.0000,158.7100,151.5100,156.7200,128.0045,22439830,1.1000
2015-01-30,158.2600,159.4600,149.5200,153.3100,124.3465,32927307,0.0000
2015-01-23,156.7000,157.6000,151.0700,155.8700,126.4229,31230797,0.0000
2015-01-16,159.0000,159.9700,153.7400,157.1400,127.4530,23272056,0.0000
2015-01-09,161.2700,161.2700,154.0300,159.1100,129.0508,24440360,0.0000
2015-01-02,162.0000,163.3100,159.4500,162.0600,131.4435,15698987,0.0000
2014-12-26,158.3300,163.0900,158.3300,162.3400,131.6706,12508916,0.0000
2014-12-19,155.9300,160.4100,150.5000,158.5100,128.5641,34588770,0.0000
2014-12-12,163.2900,163.3300,155.3300,155.3800,126.0255,23397756,0.0000
2014-12-05,161.6400,164.5200,161.3500,163.2700,132.4249,20945441,0.0000
2014-11-28,161.5400,163.8600,161.0100,162.1700,131.5327,17053892,0.0000
2014-11-21,164.1600,164.9700,159.8000,160.9200,130.5188,22273217,0.0000
2014-11-14,161.9000,164.4900,161.6100,164.1600,133.1467,20088151,0.0000
2014-11-07,164.2500,164.5400,160.0500,162.0700,131.4516,20603321,1.1000
2014-10-31,162.0000,165.5900,161.8000,164.4000,132.4391,27342119,0.0000
2014-10-24,166.8450,170.3310,161.1000,162.0800,130.5701,69701346,0.0000
2014-10-17,185.4900,186.6500,178.6900,182.0500,146.6578,24355568,0.0000
2014-10-10,189.6900,190.8900,185.1000,185.9300,149.7835,15795271,0.0000
2014-10-03,188.5100,190.8500,186.2400,188.6700,151.9908,14352364,0.0000
2014-09-26,193.7200,194.1400,188.6100,190.0600,153.1106,16209901,0.0000
2014-09-19,191.4200,195.0000,190.5800,194.0000,156.2846,20044000,0.0000
2014-09-12,190.7500,192.7800,189.5100,191.2800,154.0934,12878100,0.0000
2014-09-05,192.6800,192.9700,190.0600,191.2000,154.0289,9627700,0.0000
2014-08-29,191.3900,194.1330,190.6600,192.3000,154.9151,11487700,0.0000
2014-08-22,188.1000,192.0700,187.7600,190.4100,153.3925,11074800,0.0000
2014-08-15,187.8100,188.8800,186.2800,187.3800,150.9516,10927100,0.0000
2014-08-08,189.3500,189.9500,183.5800,186.6300,150.3474,14770900,1.1000
2014-08-01,194.3000,196.4000,188.8600,189.1500,151.4815,19838900,0.0000
2014-07-25,191.3000,195.9000,189.2500,194.4000,155.6860,19580700,0.0000
2014-07-18,188.5500,195.9500,188.2100,192.5000,154.1643,34217100,0.0000
2014-07-11,187.6100,188.9000,186.2100,188.0000,150.5605,14983700,0.0000
2014-07-03,181.3300,188.9900,180.2600,188.5300,150.9849,18382300,0.0000
2014-06-27,181.9200,183.0000,179.2700,181.7100,145.5231,17703900,0.0000
2014-06-20,182.4000,184.4700,181.2350,181.5500,145.3950,24186800,0.0000
2014-06-13,186.2200,187.6400,180.9100,182.5600,146.2038,18143900,0.0000
2014-06-06,184.7600,187.6500,183.9200,186.3700,149.2551,14243300,0.0000
2014-05-30,184.8000,185.6500,182.3300,184.3600,147.6454,15895800,0.0000
2014-05-23,186.6100,187.1600,184.7000,185.9400,148.9107,14066100,0.0000
2014-05-16,191.1200,193.0300,185.9300,187.0600,149.8077,19407200,0.0000
2014-05-09,191.0500,191.4900,186.9300,190.0800,152.2263,13925300,1.1000
2014-05-02,191.1400,196.8600,190.5800,191.4400,152.4297,21195300,0.0000
2014-04-25,189.8000,193.0000,189.1100,189.6300,150.9885,22312800,0.0000
2014-04-17,196.2400,198.7100,187.0100,190.0100,151.2911,30565200,0.0000
2014-04-11,191.7200,199.2100,191.5700,195.1900,155.4155,30598500,0.0000
2014-04-04,191.6400,195.1300,191.2800,191.7700,152.6924,29036500,0.0000
2014-03-28,187.4300,195.6300,187.3700,190.4500,151.6414,35465000,0.0000
2014-03-21,182.6600,188.7000,182.6600,186.6700,148.6317,30821100,0.0000
2014-03-14,187.5500,188.4500,182.2100,182.2100,145.0805,24057200,0.0000
2014-03-07,183.3300,188.9200,182.8200,187.6800,149.4359,20103400,0.0000
2014-02-28,182.8200,186.1200,182.8200,185.1700,147.4373,20734000,0.0000
2014-02-21,183.1800,185.7100,182.3200,182.7900,145.5423,19774200,0.0000
2014-02-14,176.9700,184.4300,176.2500,183.6900,146.2589,21312600,0.0000
2014-02-07,176.0200,177.5600,172.1900,177.2500,141.1312,25234000,0.9500
2014-01-31,179.6050,179.6500,175.3400,176.6800,139.9164,25559900,0.0000
2014-01-24,190.2300,190.3900,179.6400,179.6400,142.2605,38736900,0.0000
2014-01-17,186.2600,190.8100,183.8600,190.0900,150.5360,27635300,0.0000
2014-01-10,187.1500,190.3500,185.3000,187.2600,148.2949,22947500,0.0000
2014-01-03,185.3200,187.7900,184.6700,186.6400,147.8039,15248000,0.0000
2013-12-27,181.0500,186.5000,180.6100,185.0800,146.5685,12400800,0.0000
2013-12-20,173.2200,182.0000,172.7300,180.0200,142.5614,32267100,0.0000
2013-12-13,177.9900,178.1520,172.7300,172.8000,136.8437,21870800,0.0000
2013-12-06,179.4600,179.5900,175.1600,177.6700,140.7004,24816100,0.0000
2013-11-29,180.2500,180.7600,177.3100,179.6800,142.2921,20384900,0.0000
2013-11-22,183.5200,186.2400,179.9200,181.3000,143.5751,25637400,0.0000
2013-11-15,180.1900,184.0487,179.6600,183.1900,145.0718,25682800,0.0000
2013-11-08,179.9000,181.3900,177.3500,179.9900,142.5376,25635300,0.9500
2013-11-01,177.0400,182.3200,176.2000,179.2300,141.1873,25853600,0.0000
2013-10-25,174.4200,179.1000,172.6301,176.8500,139.3124,29861500,0.0000
2013-10-18,185.4100,186.9900,172.5700,173.7800,136.8941,45663100,0.0000
2013-10-11,181.8500,186.2300,178.7100,186.1600,146.6463,20859700,0.0000
2013-10-04,185.5600,186.7400,183.0000,184.1000,145.0236,16351900,0.0000
2013-09-27,190.0600,192.4100,186.4500,186.9200,147.2450,15079700,0.0000
